solution,scenario,product,to,V
POS20,s8,die,Amj,15129
POS20,s8,die,Ctw,98400
POS20,s8,die,Bhw,7308
POS20,s8,pet,Chr,1440
POS20,s8,pet,Brt,1026
POS20,s8,pet,Srl,915
POS20,s8,pet,Amj,2341
POS20,s8,pet,Ctw,3600
POS20,s8,pet,Ktm,760
POS20,s8,pet,Pkr,10760
POS20,s8,pet,Bhw,32692
POS20,s8,pet,Npj,760
POS20,s8,pet,Dhn,760
POS1,s9,die,Chr,38879
POS1,s9,die,Brt,4356
POS1,s9,die,Srl,22115
POS1,s9,die,Amj,15800
POS1,s9,die,Ctw,98755
POS1,s9,die,Ktm,760
POS1,s9,die,Bhw,7014
POS1,s9,die,Npj,734
POS1,s9,die,Dhn,653
POS1,s9,pet,Chr,1121
POS1,s9,pet,Brt,974
POS1,s9,pet,Srl,885
POS1,s9,pet,Amj,1670
POS1,s9,pet,Ctw,3245
POS1,s9,pet,Pkr,10760
POS1,s9,pet,Bhw,32986
POS1,s9,pet,Npj,26
POS1,s9,pet,Dhn,107
POS2,s9,die,Chr,38879
POS2,s9,die,Brt,4356
POS2,s9,die,Srl,22115
POS2,s9,die,Amj,15800
POS2,s9,die,Ctw,98755
POS2,s9,die,Ktm,760
POS2,s9,die,Bhw,7014
POS2,s9,die,Npj,734
POS2,s9,die,Dhn,653
POS2,s9,pet,Chr,1121
POS2,s9,pet,Brt,974
POS2,s9,pet,Srl,885
POS2,s9,pet,Amj,1670
POS2,s9,pet,Ctw,3245
POS2,s9,pet,Pkr,10760
POS2,s9,pet,Bhw,32986
POS2,s9,pet,Npj,26
POS2,s9,pet,Dhn,107
POS3,s9,die,Chr,38879
POS3,s9,die,Brt,4356
POS3,s9,die,Srl,22115
POS3,s9,die,Amj,15800
POS3,s9,die,Ctw,98755
POS3,s9,die,Ktm,760
POS3,s9,die,Bhw,7014
POS3,s9,die,Npj,734
POS3,s9,die,Dhn,653
POS3,s9,pet,Chr,1121
POS3,s9,pet,Brt,974
POS3,s9,pet,Srl,885
POS3,s9,pet,Amj,1670
POS3,s9,pet,Ctw,3245
POS3,s9,pet,Pkr,10760
POS3,s9,pet,Bhw,32986
POS3,s9,pet,Npj,26
POS3,s9,pet,Dhn,107
POS4,s9,die,Chr,38879
POS4,s9,die,Brt,4356
POS4,s9,die,Srl,22115
POS4,s9,die,Amj,15800
POS4,s9,die,Ctw,98755
POS4,s9,die,Ktm,760
POS4,s9,die,Bhw,7014
POS4,s9,die,Npj,734
POS4,s9,die,Dhn,653
POS4,s9,pet,Chr,1121
POS4,s9,pet,Brt,974
POS4,s9,pet,Srl,885
POS4,s9,pet,Amj,1670
POS4,s9,pet,Ctw,3245
POS4,s9,pet,Pkr,10760
POS4,s9,pet,Bhw,32986
POS4,s9,pet,Npj,26
POS4,s9,pet,Dhn,107
POS5,s9,die,Chr,38879
POS5,s9,die,Brt,4356
POS5,s9,die,Srl,22115
POS5,s9,die,Amj,15800
POS5,s9,die,Ctw,98755
POS5,s9,die,Ktm,760
POS5,s9,die,Bhw,7014
POS5,s9,die,Npj,734
POS5,s9,die,Dhn,653
POS5,s9,pet,Chr,1121
POS5,s9,pet,Brt,974
POS5,s9,pet,Srl,885
POS5,s9,pet,Amj,1670
POS5,s9,pet,Ctw,3245
POS5,s9,pet,Pkr,10760
POS5,s9,pet,Bhw,32986
POS5,s9,pet,Npj,26
POS5,s9,pet,Dhn,107
POS6,s9,die,Chr,38879
POS6,s9,die,Brt,4356
POS6,s9,die,Srl,22115
POS6,s9,die,Amj,15624
POS6,s9,die,Ctw,98755
POS6,s9,die,Ktm,760
POS6,s9,die,Bhw,7014
POS6,s9,die,Npj,734
POS6,s9,die,Dhn,653
POS6,s9,pet,Chr,1121
POS6,s9,pet,Brt,974
POS6,s9,pet,Srl,885
POS6,s9,pet,Amj,1846
POS6,s9,pet,Ctw,3245
POS6,s9,pet,Pkr,10760
POS6,s9,pet,Bhw,32986
POS6,s9,pet,Npj,26
POS6,s9,pet,Dhn,107
POS7,s9,die,Chr,38879
POS7,s9,die,Brt,4356
POS7,s9,die,Srl,22115
POS7,s9,die,Amj,15624
POS7,s9,die,Ctw,98755
POS7,s9,die,Ktm,760
POS7,s9,die,Bhw,7014
POS7,s9,die,Npj,734
POS7,s9,die,Dhn,653
POS7,s9,pet,Chr,1121
POS7,s9,pet,Brt,974
POS7,s9,pet,Srl,885
POS7,s9,pet,Amj,1846
POS7,s9,pet,Ctw,3245
POS7,s9,pet,Pkr,10760
POS7,s9,pet,Bhw,32986
POS7,s9,pet,Npj,26
POS7,s9,pet,Dhn,107
POS8,s9,die,Chr,38879
POS8,s9,die,Brt,4356
POS8,s9,die,Srl,22115
POS8,s9,die,Amj,15624
POS8,s9,die,Ctw,98755
POS8,s9,die,Ktm,760
POS8,s9,die,Bhw,7014
POS8,s9,die,Npj,734
POS8,s9,die,Dhn,653
POS8,s9,pet,Chr,1121
POS8,s9,pet,Brt,974
POS8,s9,pet,Srl,885
POS8,s9,pet,Amj,1846
POS8,s9,pet,Ctw,3245
POS8,s9,pet,Pkr,10760
POS8,s9,pet,Bhw,32986
POS8,s9,pet,Npj,26
POS8,s9,pet,Dhn,107
POS9,s9,die,Chr,38879
POS9,s9,die,Brt,4356
POS9,s9,die,Srl,22115
POS9,s9,die,Amj,15624
POS9,s9,die,Ctw,98755
POS9,s9,die,Ktm,760
POS9,s9,die,Bhw,7014
POS9,s9,die,Npj,734
POS9,s9,die,Dhn,653
POS9,s9,pet,Chr,1121
POS9,s9,pet,Brt,974
POS9,s9,pet,Srl,885
POS9,s9,pet,Amj,1846
POS9,s9,pet,Ctw,3245
POS9,s9,pet,Pkr,10760
POS9,s9,pet,Bhw,32986
POS9,s9,pet,Npj,26
POS9,s9,pet,Dhn,107
POS10,s9,die,Chr,38879
POS10,s9,die,Brt,4356
POS10,s9,die,Srl,22115
POS10,s9,die,Amj,15624
POS10,s9,die,Ctw,98755
POS10,s9,die,Ktm,760
POS10,s9,die,Bhw,7014
POS10,s9,die,Npj,734
POS10,s9,die,Dhn,653
POS10,s9,pet,Chr,1121
POS10,s9,pet,Brt,974
POS10,s9,pet,Srl,885
POS10,s9,pet,Amj,1846
POS10,s9,pet,Ctw,3245
POS10,s9,pet,Pkr,10760
POS10,s9,pet,Bhw,32986
POS10,s9,pet,Npj,26
POS10,s9,pet,Dhn,107
POS11,s9,die,Chr,38879
POS11,s9,die,Brt,4356
POS11,s9,die,Srl,22115
POS11,s9,die,Amj,15447
POS11,s9,die,Ctw,98696
POS11,s9,die,Ktm,760
POS11,s9,die,Bhw,7014
POS11,s9,die,Npj,734
POS11,s9,die,Dhn,653
POS11,s9,pet,Chr,1121
POS11,s9,pet,Brt,974
POS11,s9,pet,Srl,885
POS11,s9,pet,Amj,2023
POS11,s9,pet,Ctw,3304
POS11,s9,pet,Pkr,10760
POS11,s9,pet,Bhw,32986
POS11,s9,pet,Npj,26
POS11,s9,pet,Dhn,107
POS12,s9,die,Chr,38560
POS12,s9,die,Brt,4356
POS12,s9,die,Srl,22115
POS12,s9,die,Amj,15447
POS12,s9,die,Ctw,98696
POS12,s9,die,Ktm,760
POS12,s9,die,Bhw,7014
POS12,s9,die,Npj,734
POS12,s9,die,Dhn,653
POS12,s9,pet,Chr,1440
POS12,s9,pet,Brt,974
POS12,s9,pet,Srl,885
POS12,s9,pet,Amj,2023
POS12,s9,pet,Ctw,3304
POS12,s9,pet,Pkr,10760
POS12,s9,pet,Bhw,32986
POS12,s9,pet,Npj,26
POS12,s9,pet,Dhn,107
POS13,s9,die,Chr,38560
POS13,s9,die,Brt,4356
POS13,s9,die,Srl,22115
POS13,s9,die,Amj,15447
POS13,s9,die,Ctw,98696
POS13,s9,die,Ktm,760
POS13,s9,die,Bhw,7014
POS13,s9,die,Npj,734
POS13,s9,die,Dhn,653
POS13,s9,pet,Chr,1440
POS13,s9,pet,Brt,974
POS13,s9,pet,Srl,885
POS13,s9,pet,Amj,2023
POS13,s9,pet,Ctw,3304
POS13,s9,pet,Pkr,10760
POS13,s9,pet,Bhw,32986
POS13,s9,pet,Npj,26
POS13,s9,pet,Dhn,107
POS14,s9,die,Chr,38560
POS14,s9,die,Brt,4356
POS14,s9,die,Srl,22115
POS14,s9,die,Amj,15447
POS14,s9,die,Ctw,98696
POS14,s9,die,Ktm,760
POS14,s9,die,Bhw,7014
POS14,s9,die,Npj,734
POS14,s9,die,Dhn,653
POS14,s9,pet,Chr,1440
POS14,s9,pet,Brt,974
POS14,s9,pet,Srl,885
POS14,s9,pet,Amj,2023
POS14,s9,pet,Ctw,3304
POS14,s9,pet,Pkr,10760
POS14,s9,pet,Bhw,32986
POS14,s9,pet,Npj,26
POS14,s9,pet,Dhn,107
POS15,s9,die,Chr,38560
POS15,s9,die,Brt,4356
POS15,s9,die,Srl,22115
POS15,s9,die,Amj,15151
POS15,s9,die,Ctw,98400
POS15,s9,die,Ktm,760
POS15,s9,die,Bhw,7014
POS15,s9,die,Npj,734
POS15,s9,die,Dhn,653
POS15,s9,pet,Chr,1440
POS15,s9,pet,Brt,974
POS15,s9,pet,Srl,885
POS15,s9,pet,Amj,2319
POS15,s9,pet,Ctw,3600
POS15,s9,pet,Pkr,10760
POS15,s9,pet,Bhw,32986
POS15,s9,pet,Npj,26
POS15,s9,pet,Dhn,107
POS16,s9,die,Chr,4320
POS16,s9,die,Brt,4356
POS16,s9,die,Srl,22115
POS16,s9,die,Amj,9946
POS16,s9,die,Ctw,98400
POS16,s9,die,Ktm,760
POS16,s9,die,Pkr,10756
POS16,s9,die,Bhw,38230
POS16,s9,die,Npj,734
POS16,s9,die,Dhn,653
POS16,s9,pet,Chr,35680
POS16,s9,pet,Brt,974
POS16,s9,pet,Srl,885
POS16,s9,pet,Amj,7524
POS16,s9,pet,Ctw,3600
POS16,s9,pet,Pkr,4
POS16,s9,pet,Bhw,1770
POS16,s9,pet,Npj,26
POS16,s9,pet,Dhn,107
POS17,s9,die,Chr,38560
POS17,s9,die,Brt,4356
POS17,s9,die,Srl,22115
POS17,s9,die,Amj,15151
POS17,s9,die,Ctw,98400
POS17,s9,die,Ktm,760
POS17,s9,die,Bhw,7014
POS17,s9,die,Npj,734
POS17,s9,die,Dhn,653
POS17,s9,pet,Chr,1440
POS17,s9,pet,Brt,974
POS17,s9,pet,Srl,885
POS17,s9,pet,Amj,2319
POS17,s9,pet,Ctw,3600
POS17,s9,pet,Pkr,10760
POS17,s9,pet,Bhw,32986
POS17,s9,pet,Npj,26
POS17,s9,pet,Dhn,107
POS18,s9,die,Chr,38560
POS18,s9,die,Brt,4356
POS18,s9,die,Srl,22115
POS18,s9,die,Amj,15151
POS18,s9,die,Ctw,98400
POS18,s9,die,Ktm,760
POS18,s9,die,Bhw,7014
POS18,s9,die,Npj,734
POS18,s9,die,Dhn,653
POS18,s9,pet,Chr,1440
POS18,s9,pet,Brt,974
POS18,s9,pet,Srl,885
POS18,s9,pet,Amj,2319
POS18,s9,pet,Ctw,3600
POS18,s9,pet,Pkr,10760
POS18,s9,pet,Bhw,32986
POS18,s9,pet,Npj,26
POS18,s9,pet,Dhn,107
POS19,s9,die,Chr,38560
POS19,s9,die,Brt,4356
POS19,s9,die,Srl,22115
POS19,s9,die,Amj,15151
POS19,s9,die,Ctw,98400
POS19,s9,die,Ktm,760
POS19,s9,die,Bhw,7014
POS19,s9,die,Npj,734
POS19,s9,die,Dhn,653
POS19,s9,pet,Chr,1440
POS19,s9,pet,Brt,974
POS19,s9,pet,Srl,885
POS19,s9,pet,Amj,2319
POS19,s9,pet,Ctw,3600
POS19,s9,pet,Pkr,10760
POS19,s9,pet,Bhw,32986
POS19,s9,pet,Npj,26
POS19,s9,pet,Dhn,107
POS20,s9,die,Chr,38560
POS20,s9,die,Brt,4356
POS20,s9,die,Srl,22115
POS20,s9,die,Amj,15151
POS20,s9,die,Ctw,98400
POS20,s9,die,Ktm,760
POS20,s9,die,Bhw,7014
POS20,s9,die,Npj,734
POS20,s9,die,Dhn,653
POS20,s9,pet,Chr,1440
POS20,s9,pet,Brt,974
POS20,s9,pet,Srl,885
POS20,s9,pet,Amj,2319
POS20,s9,pet,Ctw,3600
POS20,s9,pet,Pkr,10760
POS20,s9,pet,Bhw,32986
POS20,s9,pet,Npj,26
POS20,s9,pet,Dhn,107
